name,height_cm,weight_kg,bra,bust_in,waist_in,hips_in
Aaliyah Hadid,168,56,34D,38,24,36
Aaliyah Jolie,173,55,34A,35,26,34
Aaliyah Love,157,48,33A,34,25,34
Aaralyn Barra,162,50,34C,37,25,36
Abbey Brooks,170,57,36DD,41,27,36
Abbey Rain,165,48,32DD,37,25,33
Abbi Roads,170,55,34B,36,25,36
Abbie Cat,170,54,32D,36,24,35
Abby Byens,160,50,30B,32,21,31
Abby Cross,158,54,34B,36,26,34
Abby Lee Brazil,173,57,34C,37,26,35
Abby Marie,165,56,32DD,37,25,33
Abelinda,167,46,32A,33,24,33
Abella Anderson,157,49,34D,38,26,38
Abella Danger,162,59,32C,35,24,32
Abi Grace,167,48,32B,34,24,34
Abigail Fraser,173,59,36DD,41,25,34
Abigail Mac,157,48,34D,38,24,36
Abigaile Johnson,165,50,34B,36,23,35
Abrill Gerald,173,54,34A,35,24,36
Ada Sanchez,150,50,36F,43,24,36
Addee Kate,167,55,32B,34,24,34
Addie Andrews,173,55,32D,36,25,36
Addison Avery,175,55,33C,36,25,35
Addison Cain,168,52,32A,33,24,36
Addison Lee,167,61,34C,37,26,36
Addison ORiley,178,57,34C,37,24,36
Addison Rose,162,48,32B,34,24,34
Adel Asanty,157,50,32C,35,24,36
Adel Bye,170,48,34A,35,26,30
Adele Adelia,172,48,34C,37,27,38
Adele Sunshine,165,54,36B,38,32,36
Adella Skyy,167,67,34DD,39,26,38
Adessa Winters,160,48,32DD,37,28,33
Adira Allure,170,57,34B,36,28,35
Adria Rae,166,52,32B,34,25,33
Adriana Chechik,157,52,32A,33,24,36
Adriana Deville,165,55,34C,37,25,34
Adriana Kelly,160,48,32D,36,24,34
Adriana Luna,160,52,34D,38,28,30
Adriana Russo,160,54,34D,38,23,34
Adriana Sage,173,57,34B,36,25,35
Adriana Sephora,170,61,32DD,37,28,38
Adrianna Nicole,170,64,34D,38,27,37
Aeryn Walker,168,60,34DDD,40,29,36
Afina Kisser,176,57,35B,37,25,37
Afra Red,171,52,36C,39,23,37
Africa,170,97,40L,52,34,43
Aften Opal,152,48,32B,34,24,34
Agatha Moreno,165,53,36C,39,32,38
Ahryan Astyn,165,56,36DD,41,25,38
Ai Himeno,156,42,30B,32,23,33
Ai Uehara,155,45,33C,36,22,32
Aicha Lark,165,52,34A,35,25,36
Aida Sweet,165,47,36C,39,24,36
Aida Swinger,161,62,38C,41,27,38
Aiden Ashley,168,50,32C,35,25,33
Aiden Aspen,160,45,32B,34,23,34
Aiden Starr,150,57,34D,38,25,32
Aidra Fox,170,57,34C,37,25,35
Aimee Addison,173,50,34C,37,24,34
Aimee Ryan,176,52,30A,31,24,30
Airi Ai,172,59,43G,52,24,35
Airu Oshima,155,50,40G,49,23,35
AJ Applegate,157,54,34B,36,28,38
AJ Estrada,170,55,34B,36,23,34
Ajaa Xxx,160,50,32B,34,24,32
Alaina Dawson,161,48,34A,35,24,34
Alaina Fox,171,55,35C,38,27,34
Alaina Kristar,161,46,32A,33,25,34
Alana Evans,168,49,36DD,41,34,38
Alana Freitas,160,52,34D,38,24,38
Alana Lace,168,55,38F,45,34,42
Alana Leigh,165,58,36B,38,27,34
Alana Rains,176,59,34B,36,26,36
Alana Summers,152,43,34B,36,24,34
Alanah Rae,170,59,34DD,39,27,38
Alani Pi,167,52,32B,34,26,36
Alaura Eden,168,55,34C,37,26,36
Alba De Silva,170,58,34D,38,24,33
Alby Daor,161,48,34B,36,26,36
Alby Ryder,170,55,34D,38,27,37
Aleksa Diamond,162,50,34C,37,25,36
Alektra Blue,167,52,34C,37,24,35
Alessa Savage,173,57,36D,40,28,40
Alessandra Jane,160,47,32D,36,23,34
Alessandra Maia,167,62,35C,38,24,39
Alessandra Miller,163,57,36DDD,42,26,36
Alessandra Noir,157,50,34C,37,25,31
Alessia Luna,160,50,34D,38,24,36
Aletta Black,156,41,35C,38,24,36
Aletta Ocean,172,58,38DDD,44,26,37
Alex Black,163,57,34DDD,40,27,38
Alex Blake,170,59,36C,39,24,36
Alex Chance,173,67,36DD,41,30,38
Alex Coal,165,66,34B,36,24,38
Alex Devine,155,54,36C,39,29,37
Alex Giovanni,165,50,34E,40,26,34
Alex Grey,157,45,34B,36,22,32
Alex Little,142,43,32B,34,22,33
Alex Mae,160,48,33A,34,22,33
Alexa Aimes,158,46,30F,37,23,33
Alexa B.,163,50,34C,37,22,32
Alexa Bold,170,59,34D,38,25,36
Alexa Cruz,165,55,34D,38,25,34
Alexa Grace,177,58,32A,33,22,32
Alexa Jaymes,168,57,34B,36,26,34
Alexa Jordan,165,59,34B,36,28,36
Alexa Lynn,160,45,34A,35,24,34
Alexa May,165,48,34A,35,26,35
Alexa Nicole,154,48,32D,36,24,33
Alexa Nova,161,49,32B,34,24,36
Alexa Pearl,155,47,32DDD,38,24,36
Alexa Pierce,155,52,32DD,37,24,30
Alexa Rae,170,52,34D,38,22,34
Alexa Raye,161,45,34C,37,27,36
Alexa Rydell,162,48,32B,34,23,34
Alexa Tomas,170,54,32B,34,24,35
Alexa Weix,157,48,34C,37,24,34
Alexandra Belle,168,50,32A,33,24,32
Alexandra Silk,160,47,34C,37,24,32
Alexandra Sivroskya,167,59,34DDD,40,24,36
Alexia Gold,152,50,34C,37,25,36
Alexia Rae,168,57,34DDD,40,28,36
Alexia Sky,156,45,33A,34,24,34
Alexia Vosse,157,50,32DD,37,24,38
Alexis Adams,165,51,34C,37,27,35
Alexis Amore,155,52,34DD,39,25,34
Alexis Blaze,155,50,36C,39,24,34
Alexis Capri,167,50,36B,38,24,34
Alexis Crystal,168,52,34A,35,25,35
Alexis Fawx,162,45,32DDD,38,24,33
Alexis Ford,163,55,33D,37,25,33
Alexis Golden,170,61,36DDD,42,25,35
Alexis Grace,173,62,36DD,41,26,37
Alexis Love,160,48,32B,34,25,32
Alexis Malone,170,57,34DD,39,25,36
Alexis May,157,50,34DD,39,24,33
Alexis Monroe,163,55,32D,36,27,32
Alexis Ramirez,162,55,34DD,39,27,36
Alexis Silver,160,59,32GG,42,26,32
Alexis Texas,173,64,34C,37,27,40
Alexis Venton,163,50,34B,36,24,35
Alexis Zara,168,52,34D,38,27,37
Alexsis Faye,175,80,34J,47,30,40
Alexxa Vice,167,54,32FF,40,26,34
Alia Janine,180,66,34FF,42,24,36
Alia Starr,165,57,34F,41,26,36
Aliana Love,165,59,34C,37,29,36
Alice Bell,168,59,36C,39,28,41
Alice Campbell,172,59,34B,36,25,35
Alice Chambers,178,61,32DD,37,29,37
Alice Coxxx,162,50,34B,36,24,34
Alice Frost,171,59,34DDD,40,28,38
Alice Green,160,48,33B,35,25,33
Alice Lighthouse,160,52,32D,36,24,36
Alice March,154,43,32A,33,26,34
Alice Miller,167,50,34D,38,24,36
Alice Nice,167,58,34C,37,29,36
Alice Nysm,178,75,38C,41,30,38
Alice Romain,168,54,32DD,37,24,36
Alice Wayne,160,50,36DD,41,24,36
Alice White,168,61,34D,38,27,32
Alice Wonder,162,51,34DD,39,24,34
Alicia Alighatti,170,55,34C,37,26,36
Alicia Angel,165,48,32B,34,22,32
Alicia Rhodes,162,52,34E,40,26,34
Alicia Rio,157,50,34C,37,25,36
Alicia Secrets,171,52,34DD,39,26,34
Alicia Silver,165,66,36B,38,26,34
Alin X,157,50,32B,34,23,30
Alina Ali,170,66,34D,38,24,36
Alina Belle,154,57,32DD,37,27,38
Alina Li,172,50,34B,36,21,34
Alina Lopez,167,55,32C,35,24,32
Aline,168,54,34D,38,24,34
Alisha Adams,170,55,34C,37,28,35
Alison Avery,168,59,34DD,39,24,35
Alison Faye,167,47,32B,34,24,34
Alison Rey,157,52,34B,36,26,35
Alison Sault,165,60,30DDD,36,27,36
Alison Star,160,42,36DD,41,23,33
Alison Tyler,180,75,36DDD,42,30,34
Alisya Gapes,162,48,34A,35,24,36
Alix Lakehurst,160,67,43F,50,31,44
Aliya Brynn,166,52,32B,34,24,34
Alli Rae,168,52,32D,36,25,34
Allie Addison,157,42,32AA,32,22,32
Allie Eve Knox,175,55,32B,34,26,37
Allie Foster,156,52,38D,42,27,36
Allie Haze,165,57,32A,33,26,38
Allie James,175,57,36C,39,29,37
Allie Jordan,154,50,34B,36,23,34
Allie Nicole,158,50,32B,34,24,32
Allie Ray,157,52,32B,34,26,35
Allison Banks,157,46,34B,36,26,32
Allison Kilgore,165,52,38DD,43,25,37
Allison Moore,166,52,32DD,37,26,34
Allison Pierce,167,52,34C,37,27,34
Allison Wyte,162,48,34B,36,23,36
Alliyah Sky,162,57,34B,36,27,34
Allora Ashlyn,165,50,34B,36,24,34
Ally Ann,165,57,34B,36,28,36
Ally Breelsen,167,50,35A,36,25,37
Ally Brooks,163,57,34B,36,27,30
Ally Cooper,160,50,34D,38,24,36
Ally Kay,165,55,34A,35,25,38
Ally Style,157,48,36B,38,25,34
Ally Tate,163,52,34A,35,24,35
Allysa Allure,163,52,34B,36,26,35
Allysin Chaines,152,43,34C,37,23,32
Allyssa Hall,157,54,34B,36,22,33
Alura Jenson,173,75,36I,45,29,42
Alyce Anderson,160,51,32C,35,26,37
Alycia Starr,161,67,36C,39,29,50
Alysa Moore,149,50,34D,38,26,32
Alysha Rylee,180,59,34D,38,24,35
Alyssa Branch,162,55,34A,35,25,37
Alyssa Cole,170,55,32C,35,25,38
Alyssa Divine,160,48,30F,37,26,32
Alyssa Lynn,160,50,32F,39,25,36
Alyssa Reece,163,50,34B,36,25,34
Alyssia Kent,165,47,34B,36,23,36
Amabella,168,54,34D,38,24,36
Amanda Blow,165,52,34B,36,24,34
Amanda Blue,157,45,34C,37,24,34
Amanda Bryant,173,49,34C,37,24,36
Amanda Lane,171,59,34C,37,24,34
Amanda Monroe,165,50,34A,35,27,37
Amanda Tate,173,57,32B,34,29,34
Amanda Vamp,170,50,34A,35,24,37
Amanda X,165,59,38E,44,26,41
Amandha Fox,172,57,34D,38,24,35
Amara Romani,157,50,34B,36,24,36
Amarna Miller,163,50,33C,36,23,35
Amaya May,171,77,38G,47,37,44
Amazon Darjeeling,175,109,40F,47,33,44
Amber Alexis,170,64,36D,40,26,36
Amber Ashlee,160,50,34D,38,26,37
Amber Chase,165,52,34A,35,25,34
Amber Cox,167,48,32D,36,22,33
Amber Daikiri,167,55,36A,37,25,36
Amber Deen,149,51,34D,38,24,35
Amber Faye,166,55,32B,34,24,30
Amber Gray,162,50,34C,37,25,36
Amber Ivy,163,55,34C,37,26,36
Amber Jane,167,51,32DD,37,28,34
Amber Leigh,166,59,34DD,39,26,36
Amber Lynn,170,52,36D,40,24,35
Amber Lynn Bach,162,55,32DDD,38,24,34
Amber Michaels,163,52,32DDD,38,24,35
Amber Nevada,169,55,34A,35,24,36
Amber Peach,157,54,34B,36,26,36
Amber Rayne,160,50,34A,35,22,34
Amber Sky,157,57,34A,35,27,39
Amber Stars,157,60,36C,39,26,36
Amber Wildee,155,43,32A,33,22,32
Amelia Rose,168,48,34B,36,24,36
Amelie Pure,162,52,32A,33,23,34
America Moore,175,59,36DD,41,25,38
Ami Emerson,168,59,36B,38,27,38
Amia Miley,160,43,30D,34,23,32
Amile Waters,165,59,36B,38,28,38
Amilia Onyx,170,64,36D,40,24,36
Amina Danger,170,55,34D,38,26,38
Amina Kiuchi,155,48,33B,35,22,34
Amirah Adara,167,46,32A,33,23,34
Amy Anderssen,167,57,40HH,52,26,36
Amy Brooke,163,49,34C,37,24,36
Amy Faye,152,48,32A,33,25,36
Amy Moore,175,59,32B,34,29,36
Amy Parks,162,54,36A,37,24,36
Amy Pink,163,53,32B,34,24,35
Amy Reid,170,53,34DD,39,23,35
Amy Starz,160,52,34B,36,29,32
Amy Summers,160,50,32C,35,24,36
Amyka Lee,152,55,34F,41,26,39
Ana Bell Evans,159,65,32DD,37,22,34
Ana Foxxx,175,59,32B,34,26,36
Ana Marco,166,50,34B,36,23,35
Ana Monte Real,165,54,34D,38,26,35
Ana Ribera,168,52,34D,38,24,35
Ana Rose,172,48,34C,37,25,36
Ana Rose,168,57,34A,35,24,34
Anabell Bella,157,47,36B,38,25,35
Anabelle Pync,163,57,34D,38,26,35
Ananta Shakti,177,52,38A,39,24,35
Anastasia Black,175,61,32C,35,24,34
Anastasia Brokelyn,163,54,35B,37,25,36
Anastasia Brokelyn,155,50,34A,35,24,37
Anastasia Christ,173,62,36C,39,27,36
Anastasia Devine,170,49,36D,40,27,37
Anastasia Knight,162,48,34A,35,22,32
Anastasia Morna,175,61,34B,36,21,34
Anastasia Pierce,178,59,36C,39,26,36
Anastasia Rose,163,52,34D,38,25,36
Anaya Leon,157,49,32B,34,24,34
Ander Ways,167,50,32A,33,25,34
Andi Anderson,160,50,34DD,39,24,34
Andi James,170,67,38F,45,36,42
Andi Rye,175,50,32A,33,25,33
Andie Darling,162,53,34D,38,25,35
Andrea Kelly,152,47,34B,36,24,34
Andrea Mirage,167,48,34B,36,24,34
Andrea Sultisz,165,57,34C,37,21,35
Andreina De Luxe,168,58,32B,34,23,39
Andy Adams,152,70,36GG,46,31,41
Andy San Dimas,167,56,34C,37,25,34
Anetta Keys,165,47,35B,37,24,34
Anette Dawn,168,52,34D,38,24,35
Angel Allwood,163,59,36DD,41,28,38
Angel Blade,175,55,34B,36,28,39
Angel Cakes,157,50,34A,35,28,32
Angel Cummings,160,48,36C,39,26,36
Angel Dark,174,54,32C,35,24,37
Angel Del Rey,163,45,34B,36,23,29
Angel DeLuca,167,82,32GG,42,31,42
Angel Diamonds,166,54,35A,36,25,34
Angel Hott,173,48,34B,36,24,33
Angel Lima,170,55,34D,38,26,35
Angel Long,183,69,34A,35,27,34
Angel Piaff,162,48,34B,36,25,35
Angel Pink,160,49,32A,33,22,33
Angel Rivas,165,49,32D,36,24,34
Angel Smalls,152,38,34A,35,24,34
Angel Vain,157,54,34DD,39,30,36
Angel Wicky,165,60,38DD,43,26,36
Angela Aspen,178,67,36DD,41,30,38
Angela Attison,157,48,34D,38,31,32
Angela D'Angelo,178,55,36DD,41,24,34
Angela Sommers,170,59,36C,39,25,36
Angela Stone,157,50,34A,35,24,34
Angela White,160,55,42G,51,27,41
Angelica Cruz,170,58,32B,34,25,35
Angelica Heart,167,55,34D,38,25,35
Angelica Lane,167,49,34B,36,24,30
Angelica Raven,160,57,34G,43,26,39
Angelica Saige,175,59,34C,37,24,38
Angelica Sin,170,57,36DD,41,25,34
Angelica Taylor,168,55,32F,39,28,35
Angelik Duval,163,50,36AA,36,23,34
Angelina Ash,157,52,34D,38,26,36
Angelina Brill,163,54,36A,37,25,36
Angelina Castro,165,71,42F,49,30,42
Angelina Chung,165,59,34B,36,32,34
Angelina Crow,157,41,32A,33,23,34
Angelina Diamanti,173,50,33B,35,25,35
Angelina Love,175,55,38B,40,26,37
Angelina Valentine,163,52,34E,40,24,35
Angelina Wild,158,48,34B,36,25,36
Angell Summers,160,52,34D,38,25,37
Angella Black,165,52,30A,31,24,35
Angie Emerald,177,59,34B,36,24,36
Angie Koks,163,52,34AA,34,23,34
Angie Moon,170,50,35B,37,24,35
Angie Noir,173,57,34DD,39,26,37
Ani Black Fox,175,54,34C,37,25,36
Ania Kinski,180,55,40D,44,28,37
Anie Darling,170,50,31A,32,22,30
Anikka Albrite,167,57,34B,36,24,39
Anissa Kate,163,51,37D,41,24,35
Anita Agni,165,55,42E,48,26,36
Anita Bellini,150,45,34AA,34,25,33
Anita Blue,165,51,34DD,39,24,30
Anita Dark,170,50,34D,38,22,32
Anita Pearl,175,47,32B,34,23,35
Anita Peida,160,58,34B,36,26,38
Anita Queen,170,52,36E,42,27,36
Anita Vixen,176,58,36DD,41,24,36
Anjanette Astoria,165,54,36D,40,23,37
Anjelica Lauren,165,57,36D,40,26,38
Ann Marie,163,53,34B,36,27,34
Ann Marie La Sante,163,49,34B,36,25,34
Ann Parker,173,55,33C,36,24,32
Ann Umemiya,160,45,34A,35,23,34
Anna Bell Peaks,168,54,32G,41,26,32
Anna Blaze,160,55,32F,39,26,34
Anna Cherry,175,53,34B,36,25,36
Anna Darling,168,57,34B,36,28,32
Anna De Ville,157,45,34C,37,24,31
Anna Joy,154,57,34B,36,26,37
Anna Mae,147,49,32A,33,24,34
Anna Malle,170,57,36D,40,24,36
Anna Nikova,165,52,36D,40,25,35
Anna Nova,168,58,36D,40,24,36
Anna Pierceson,157,48,34A,35,24,34
Anna Polina,173,52,36C,39,28,38
Anna Swix,175,53,34A,35,25,35
Anna Taylor,165,55,32A,33,25,30
Anna Thorne,167,48,34AA,34,23,34
Anna Tyler,155,48,34C,37,24,32
Annabelle Rogers,165,70,44F,51,30,36
Anne Amari,171,51,32A,33,23,36
Anne Melbourne,163,53,34C,37,24,34
Annette Schwarz,180,65,34C,37,26,40
Annie Body,157,45,32DD,37,20,30
Annie Cruz,168,49,32C,35,24,36
Annika Amour,168,50,30B,32,25,31
Anny Aurora,176,55,32B,34,27,34
Antonia Deona,162,48,32E,38,24,33
Antonia Sainz,170,56,34C,37,23,36
Anya Ivy,157,50,36D,40,29,38
Anya Krey,173,53,34A,35,25,35
Anya Olsen,160,50,34B,36,24,34
Anya Shidlerova,152,48,32B,34,25,34
Apolonia Lapiedra,161,46,32A,33,24,33
April Aniston,175,57,32C,35,26,34
April Blue,167,56,32D,36,24,36
April Dawn,166,67,36DD,41,26,36
April Flores,157,72,38E,44,38,48
April Flowers,174,61,34C,37,25,35
April McKenzie,162,66,42H,53,32,40
April ONeil,156,40,30DD,35,23,32
April Snow,166,51,34C,37,27,33
Arabelle Raphael,160,52,32G,41,26,35
Aria Carson,162,55,32C,35,28,31
Aria Kai,168,59,34DD,39,24,36
Aria Lee,158,57,32A,33,25,36
Aria Logan,170,52,34A,35,26,37
Aria Sky,160,55,34D,38,26,38
Aria Skye,157,47,28A,29,25,34
Aria Valentino,173,50,32G,41,25,37
Ariana Aimes,157,41,35DD,40,25,32
Ariana Fox,154,45,34B,36,28,36
Ariana Jollee,157,46,34C,37,24,34
Ariana Marie,162,44,32C,35,23,34
Arianna Sinn,160,82,32G,41,27,38
Ariel Carmine,163,49,34B,36,23,34
Ariel Grace,167,50,32B,34,24,36
Ariel Lee,157,45,34B,36,24,34
Ariella Ferrera,170,52,34DD,39,25,34
Arielle Faye,152,43,32A,33,23,34
Aries Stone,162,48,32B,34,26,35
Arietta Adams,167,61,34B,36,27,36
Aris Dark,160,40,36D,40,25,36
Armani Monroe,165,48,34C,37,24,36
Arteya,167,52,36C,39,24,35
Aruna Aghora,170,56,32B,34,26,36
Arwen Gold,172,50,32C,35,26,36
Arwyn,163,51,34D,38,27,38
Arya Fae,161,50,32B,34,22,32
Aryana Adin,167,67,34DDD,40,27,44
Aryana Augustine,173,57,36D,40,26,38
Aryana Starr,173,75,38DD,43,33,43
Asa Akira,157,48,32C,35,24,34
Ash Hollywood,158,48,32B,34,24,37
Asha May,165,52,34C,37,25,35
Ashlee Graham,158,57,32G,41,28,32
Ashley Abott,162,48,34B,36,25,35
Ashley Adams,175,56,36DD,41,24,34
Ashley Adams,167,55,34DD,39,24,34
Ashley Aleigh,173,61,34C,37,26,34
Ashley Anderson,163,52,34D,38,22,32
Ashley Blue,157,49,34A,35,26,34
Ashley Chambers,157,52,40H,51,27,36
Ashley Coda,160,55,34B,36,28,35
Ashley Fires,157,50,34B,36,24,34
Ashley Jensen,157,48,32C,35,26,32
Ashley Lane,173,55,34C,37,28,35
Ashley Long,180,52,34A,35,24,34
Ashley Luvbug,163,53,32B,34,26,36
Ashley Marie,165,57,34B,36,28,38
Ashley Moore,180,61,34A,35,24,32
Ashley Ocean,172,49,32AA,32,23,33
Ashley Pink,157,48,32A,33,23,34
Ashley Red,178,64,36B,38,22,32
Ashley Renee,165,47,34D,38,25,35
Ashley Rider,157,58,36D,40,25,28
Ashley Robbins,164,48,36DD,41,26,34
Ashley Sinclair,165,50,32DD,37,23,34
Ashley Stone,161,54,32A,33,23,32
Ashley Storm,172,66,34B,36,25,29
Ashley Woods,157,43,30A,31,24,33
Ashli Ames,167,57,34D,38,25,36
Ashli Orion,163,55,34A,35,27,37
Ashlyn Gere,160,50,34C,37,22,33
Ashlyn Molloy,170,48,32A,33,24,34
Ashlyn Rae,160,52,34A,35,25,36
Ashlynn Brooke,157,48,34C,37,23,33
Ashlynn Leigh,166,57,34B,36,25,35
Ashlynn Taylor,157,43,32A,33,28,32
Ashton Blake,165,57,36DDD,42,26,38
Ashton Devine,150,48,34C,37,24,36
Ashton Monroe,162,52,36B,38,26,35
Ashton Moore,160,51,36D,40,24,35
Asia,152,47,36B,38,25,32
Asia Carrera,174,50,36C,39,26,36
Asia Zo,152,41,32B,34,23,34
Aspen Romanoff,149,45,32DD,37,24,34
Asphyxia,170,52,34B,36,25,33
Aston Wilde,171,60,34C,37,28,33
Astrid Star,171,50,34DD,39,24,36
Asuka Ayanami,148,49,35DD,40,24,34
Asuna Fox,165,41,34A,35,22,34
Athena Faris,163,50,32B,34,24,35
Athena Palomino,172,57,34D,38,28,34
Athena Rayne,157,45,30D,34,23,36
Aubree Ice,157,56,32A,33,25,28
Aubrey Addams,147,45,32D,36,24,34
Aubrey Gold,161,52,34A,35,24,34
Aubrey Kate,175,61,34D,38,25,28
Aubrey Lee,168,53,32B,34,27,32
Aubrey Luna,161,51,32B,34,23,34
Aubrey Rose,161,50,34A,35,24,36
Aubrey Sinclair,149,50,34C,37,26,36
Audie Larnock,165,65,38C,41,29,37
Audrey Aguilera,160,57,34C,37,25,36
Audrey Bitoni,162,48,34DD,39,23,33
Audrey Charlize,173,55,34B,36,25,35
Audrey Elson,178,59,36C,39,25,36
Audrey Grace,165,43,30B,32,22,34
Audrey Hempburne,163,52,32B,34,22,32
Audrey Holiday,163,54,34B,36,24,34
Audrey Hollander,168,56,34C,37,26,34
Audrey Noir,166,55,32B,34,24,35
Audrey Show,176,53,32DD,37,24,34
Audrianna Angel,162,52,32AA,32,30,34
August,157,51,34D,38,26,33
August Ames,167,52,32D,36,23,28
Aurielee Summers,160,50,32B,34,24,36
Aurora Belle,171,57,34B,36,22,32
Aurora Jolie,165,62,34D,38,25,35
Aurora Monroe,155,48,34A,35,25,36
Aurora Snow,165,54,34B,36,27,36
Aurora Winters,158,45,34B,36,24,34
Austin Kincaid,157,48,36DD,41,24,36
Austin Lynn,175,61,34DD,39,26,34
Austin Taylor,154,58,34D,38,26,40
Autumn Austin,165,50,34C,37,24,35
Autumn Falls,160,57,32G,41,24,35
Autumn Jade,157,62,42I,51,28,36
Autumn Winters,160,45,32A,33,21,24
Ava Addams,160,48,32DDD,38,23,34
Ava Austen,170,61,34C,37,30,38
Ava Black,169,50,36D,40,28,36
Ava Devine,163,61,36DD,41,25,36
Ava Hardy,154,43,32B,34,24,32
Ava Haze,153,45,32B,34,22,36
Ava Koxxx,191,66,34I,43,28,36
Ava Little,168,55,34B,36,24,34
Ava Mendes,158,48,34A,35,22,34
Ava Parker,163,47,34A,35,22,34
Ava Ramon,167,59,34D,38,27,34
Ava Rose,168,57,34C,37,26,36
Ava Sanchez,159,59,32C,35,26,40
Ava Sparxxx,168,57,34B,36,23,36
Ava Taylor,168,48,32B,34,25,32
Ava Vincent,165,64,36DD,41,26,36
Avah Sweetz,163,57,34B,36,27,32
Avalon Heart,163,55,34A,35,26,37
Avena Lee,160,54,34B,36,25,34
Averi Brooks,160,52,32A,33,23,34
Avery Adair,176,57,34A,35,24,34
Avery Black,150,43,32B,34,23,28
Avery Moon,170,52,32A,33,23,32
Avona Dominica,170,53,36DD,41,22,33
Avril Hall,168,51,34B,36,26,32
Avril Sun,157,42,35A,36,25,36
Avy Lee Roth,160,52,34B,36,27,35
Avy Scott,168,61,36D,40,26,36
Aya Kisaki,160,47,34E,40,23,35
Aya Sakuraba,166,46,32B,34,22,34
Ayana Angel,168,58,34D,38,23,36
Aylin Diamond,170,55,32A,33,24,36
Ayumi Anime,171,52,34C,37,25,32
Azul Hermosa,171,57,34DDD,40,24,36
Azumi Harusaki,159,45,35C,38,23,33
Baby Cakes,163,64,36DD,41,26,35
Baby Jewel,163,56,32B,34,25,35
Baby Nicols,160,47,32A,33,23,34
Bailey Bae,168,59,34B,36,24,34
Bailey Bam,172,55,33B,35,24,33
Bailey Brooke,154,49,32C,35,22,33
Bailey Brooks,168,56,34D,38,25,36
Bambi Black,163,48,32A,33,24,34
Bambi Brooks,147,43,32B,34,22,34
Bambi Joli,173,50,30AA,30,23,35
Bamboo,154,53,38C,41,22,33
Barbamiska,164,52,37B,39,23,35
Barbara Angel,170,70,43G,52,34,42
Barbara Babeurre,168,54,30B,32,26,33
Barbara Bieber,170,59,34D,38,23,36
Barbara Summer,167,57,36D,40,25,35
Barbary Rose,165,59,32A,33,24,36
Barbi Sinclair,168,50,34C,37,24,34
Barbie Addison,167,56,32B,34,23,33
Barbie Cummings,170,59,34D,38,26,36
Barbie Sins,155,48,34D,38,24,34
Barbora,165,48,34C,37,24,37
Barbora Vee,168,46,33B,35,24,33
Barra Brass,160,49,34B,36,24,35
Barret Moore,168,58,34D,38,24,34
Bea Stiel,160,46,34B,36,24,34
Beata Undine,169,57,35C,38,23,36
Beaue Marie,165,47,32A,33,29,33
Beauty Dior,150,55,34D,38,26,38
Becca Blossoms,160,54,36C,39,28,36
Becca Diamond,162,59,34D,38,26,31
Becki Butterfly,165,105,44DD,49,40,48
Becky Bandini,173,64,34DD,39,26,36
Bella Bellz,172,59,34B,36,23,38
Bella Bends,168,52,34D,38,25,35
Bella Bendz,162,115,44C,47,41,56
Bella Beretta,168,51,32B,34,23,30
Bella Blaze,173,61,36DD,41,26,36
Bella Elise Rose,157,44,32B,34,24,34
Bella Jane,157,50,34C,37,26,38
Bella Luciano,170,59,34C,37,26,36
Bella Marino,162,55,36C,39,26,36
Bella Moretti,165,50,32C,35,25,33
Bella Morgan,176,54,28C,31,25,35
Bella Reese,157,55,32DD,37,26,38
Bella Rose,175,64,34D,38,27,39
Bella Rossi,165,64,34DD,39,24,34
Bella Skye,171,50,34A,35,23,35
Belladonna,163,58,34C,37,24,34
Belle Bond,162,54,34C,37,27,37
Belle Claire,176,55,38C,41,24,39
Belle Knox,163,42,32B,34,24,34
Beretta James,165,48,36D,40,26,32
Bernice Berinice,163,48,34B,36,25,36
Bethany Benz,178,61,34DD,39,26,36
Betsey Kite,157,45,34B,36,26,36
Bettina DiCapri,160,49,34B,36,26,38
Betty Foxxx,160,53,38C,41,27,40
Beverly Hills,165,52,34D,38,24,32
Beverly Paige,170,67,42FF,50,30,40
Bianca Breeze,180,66,36B,38,24,36
Bianca Burke,158,52,32DD,37,26,35
Bianca Golden,165,48,34C,37,24,35
Bianca Pureheart,165,52,34B,36,25,35
Bianca Resa,175,58,32A,33,23,35
Bianca Trump,168,56,34DD,39,24,32
Bianka Lovely,161,50,30B,32,23,34
Bibi Jones,168,48,34D,38,22,32
Bibi Noel,164,48,32DD,37,22,34
Billi Bardot,162,58,41L,53,26,38
Billie Rai,152,44,34DD,39,21,29
Billie Star,163,51,36B,38,22,34
Billy Raise,173,55,34B,36,25,35
Binky Baez,152,45,32B,34,24,34
Bionca Seven,175,57,34C,37,25,35
Bitchy Jana,172,60,31D,35,24,36
Black Angelika,163,55,36D,40,23,34
Black Diamond,173,66,36D,40,27,37
Black Sonja,162,50,32C,35,21,32
Blair Williams,175,66,36D,40,29,38
Blaire Banks,171,57,34B,36,24,35
Blaire Ivory,185,55,32B,34,25,36
Blake James,168,57,34DD,39,24,36
Blake Morgan,167,52,34D,38,24,34
Blake Rose,173,57,34D,38,24,34
Blanche Bradburry,167,55,34DD,39,25,36
Bliss Dulce,162,48,32E,38,27,36
Bliss Lei,154,48,34C,37,26,36
Blondie Fesser,161,60,34D,38,29,43
Blue Angel,170,52,32A,33,23,35
Bobbi Dylan,163,50,32B,34,24,32
